Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Unilex Colours and Chemicals","https://scanx.trade/company/unilex-colours-and-chemicals-ltd","27.00","-","27.00","1,600","36.77","5.73","-76.93","62.95","27.00","-15.63%","-26.23%","-55.41%","-68.01%","-68.01%","0.52","-","-","13.82%","-","34.30","42.62","35.42","-","-"
"Blue Coast Hotels","https://scanx.trade/company/blue-coast-hotels-ltd","21.33","-4.39%","22.86","11,040","36.67","-7.73","-1.45","86.31","21.72","-23.79%","-48.09%","-50.52%","206.91%","270.96%","-1.87","-","-","-1,027.48%","-","28.85","41.05","27.45","-","-"
"Radiowalla Network","https://scanx.trade/company/radiowalla-network-ltd","52.00","-0.95%","52.00","1,600","36.65","53.03","26.73","91.95","49.00","-11.41%","-13.33%","-42.29%","-58.78%","-58.78%","1.95","-","30.50%","8.32%","2.19","57.65","63.87","41.41","-","-"
"Krishival Foods - PP","https://scanx.trade/company/krishival-ltd","109.90","-","-","-","36.63","-","47.30","135.20","95.05","1.06%","-18.71%","-18.71%","-18.71%","-18.71%","31.40","-","-","-","-","-","-","40.09","-","-"
"Phoenix Overseas","https://scanx.trade/company/phoenix-overseasltd","18.90","-3.08%","18.80","16,000","36.56","8.23","14.61","29.10","16.75","-11.48%","-1.05%","-18.36%","-68.91%","-68.91%","0.48","3.08%","-","13.81%","-","20.35","21.95","44.42","-","-"
"SVP Global Ventures","https://scanx.trade/company/svp-global-ventures-ltd","2.89","-","2.89","1,19,583","36.56","-0.04","21.70","6.89","2.37","-6.77%","-49.30%","-12.95%","-83.00%","-97.33%","-0.03","-","-","-132.94%","-","3.46","3.68","27.59","-","-"
"Jet Knitwears","https://scanx.trade/company/jet-knitwears-ltd","89.20","-","-","-","36.42","115.84","-29.04","109.95","89.20","-","-9.72%","-18.87%","12.63%","349.37%","1.72","-","5.52%","7.29%","1.24","104.14","68.33","31.53","-","-"
"JFL Life Sciences","https://scanx.trade/company/jfl-life-sciences-ltd","11.00","-","11.00","12,000","36.29","7.53","33.06","22.20","10.00","9.45%","-9.84%","-46.73%","-66.92%","-74.39%","0.86","-","-","17.91%","-","11.59","14.87","48.68","-","-"
"Sundrex Oil Company","https://scanx.trade/company/sundrex-oil-company-ltd","26.55","3.71%","26.80","32,000","35.56","6.29","13.80","68.80","24.30","-15.98%","-59.40%","-59.40%","-59.40%","-59.40%","0.72","-","-","33.68%","-","-","-","31.53","-","-"
"Mohit Industries","https://scanx.trade/company/mohit-industries-ltd","25.09","1.70%","26.39","23,872","35.52","-28.32","-128.18","40.19","21.99","2.49%","-15.58%","-6.03%","77.31%","227.97%","0.22","-","-","0.10%","-","26.16","30.35","48.11","-","-"
"Auro Impex  & Chemicals","https://scanx.trade/company/auro-impex-chemicals-ltd","29.00","-3.33%","29.35","3,200","35.38","7.92","9.43","61.90","28.00","-18.19%","-35.27%","-52.03%","-64.93%","-64.93%","0.78","-","34.18%","17.38%","5.14","35.77","45.72","35.27","-","-"
"Shaival Reality","https://scanx.trade/company/shaival-reality-ltd","30.50","-","-","-","35.30","179.41","19.99","-","-","-","-","-","-8.27%","-7.72%","2.21","-","50.62%","4.38%","2.17","26.20","-","56.67","-","-"
"GSS Infotech","https://scanx.trade/company/gss-infotech-ltd","13.49","-2.67%","13.86","66,494","35.29","-20.87","49.35","52.69","13.60","-8.85%","-31.49%","-72.15%","-93.91%","-73.26%","0.10","-","-","0.01%","-","15.41","25.08","26.70","50.00%","-"
"Rollatainers","https://scanx.trade/company/rollatainers-ltd","1.41","4.44%","1.41","1,30,402","35.27","2.01","-8.45","2.53","1.02","12.80%","18.49%","-11.32%","41.00%","-60.83%","-0.99","-","-","-2.01%","-","1.32","1.43","63.47","-","-"
"Super Spinning Mills","https://scanx.trade/company/super-spinning-mills-ltd","6.40","0.16%","6.53","14,355","35.20","-2.35","34.23","12.80","6.16","-20.00%","-30.51%","-41.12%","-21.95%","34.74%","0.63","-","-","15.27%","-","7.74","9.13","29.19","-","-"
"Agni Green Power","https://scanx.trade/company/agni-green-power-ltd","17.95","-2.45%","18.50","22,500","35.06","57.50","4.69","43.35","17.90","-10.25%","-25.83%","-23.62%","-11.36%","-31.62%","1.14","-","-","8.43%","-","21.28","24.32","30.42","-","-"
"Simbhaoli Sugars","https://scanx.trade/company/simbhaoli-sugars-ltd","8.49","-0.12%","8.50","7,662","35.05","4.09","13.41","20.15","8.30","-9.68%","-11.38%","-37.94%","-59.08%","21.29%","-0.24","-","-","-101.32%","-","9.43","12.97","36.35","-","-"
"Madhucon Projects","https://scanx.trade/company/madhucon-projects-ltd","4.73","1.28%","4.67","6,765","34.91","-0.08","19.99","9.49","4.56","-6.71%","-21.17%","-34.58%","7.50%","-28.87%","-0.02","-","-","113.59%","-","5.43","6.71","39.24","-","-"
"Madhav Marble & Granites","https://scanx.trade/company/madhav-marble-granites-ltd","38.65","2.14%","40.35","762","34.58","-31.76","34.23","53.88","34.06","5.31%","-10.64%","-5.96%","-1.02%","-33.19%","0.28","-","-0.59%","0.25%","-","39.03","43.15","52.43","-","-"
"Yudiz Solutions","https://scanx.trade/company/yudiz-solutions-ltd","33.50","1.52%","34.65","3,200","34.57","-19.88","49.35","47.00","24.65","31.12%","8.06%","-28.72%","-81.53%","-81.53%","0.72","-","-","-6.32%","-","29.89","31.25","54.70","-","-"
"Vera Synthetic","https://scanx.trade/company/vera.ltd","69.90","-","-","-","34.50","17.01","53.12","70.45","66.00","-","-","-0.78%","2.19%","91.77%","1.50","-","-","11.92%","-","91.17","63.64","30.99","-","-"
"Arunaya Organics","https://scanx.trade/company/arunaya-organics-ltd","19.45","-","-","-","34.11","8.35","-76.93","46.50","16.95","12.75%","0.52%","-38.45%","-38.45%","-38.45%","0.64","-","-","49.45%","-","19.19","-","48.81","-","-"
"Pritish Nandy Communications","https://scanx.trade/company/pritish-nandy-communicati-ltd","23.48","0.38%","23.42","2,347","33.97","-3.08","26.73","40.64","21.76","2.09%","-12.62%","-24.01%","-30.64%","31.91%","0.46","-","-","-1.52%","-","25.48","28.39","38.22","-","-"
"STL Global","https://scanx.trade/company/stl-global-ltd","12.58","-3.97%","13.48","22,528","33.95","440.33","-128.18","20.79","10.04","18.57%","-7.64%","-2.33%","7.52%","33.83%","1.36","-","-","1.08%","-","12.20","13.99","53.99","-","-"
"HRH Next Services","https://scanx.trade/company/hrh-next-services-ltd","25.20","-","25.20","1,500","33.28","10.59","49.35","68.55","25.20","-23.17%","-10.32%","-59.68%","-41.46%","-41.46%","0.91","-","-","14.35%","-","29.46","39.07","36.35","-","-"
"Timescan Logistics","https://scanx.trade/company/timescan-logistics-india-ltd","47.45","-","-","-","33.16","5.66","34.23","69.65","38.40","15.45%","-19.10%","-4.72%","-58.74%","-44.89%","1.26","-","-","30.04%","-","52.02","57.71","47.25","-","-"
"Akshar Spintex","https://scanx.trade/company/akshar-spintex-ltd","0.42","-2.33%","0.44","14,15,581","33.07","-4.30","177.72","0.76","0.43","-14.29%","-23.64%","-30.00%","-93.64%","-93.33%","0.40","-","-","-5.19%","-","0.49","0.55","16.78","-","-"
"Mcon Rasayan","https://scanx.trade/company/mcon-rasayan-ltd","44.35","-0.45%","44.00","33,000","32.50","14.37","37.21","161.00","43.15","-19.51%","-28.47%","-68.99%","-12.00%","-12.00%","0.98","-","-","11.92%","-","56.28","82.41","26.62","-","-"
"Deem Roll Tech","https://scanx.trade/company/deem-roll-tech-ltd","38.95","-","-","-","32.47","11.19","25.99","72.60","37.00","-17.13%","-20.51%","-38.76%","-81.43%","-81.43%","0.38","-","15.52%","5.59%","9.37","45.08","54.79","39.88","-","-"
"Nagreeka Capital & Infrastructure","https://scanx.trade/company/nagreeka-capital-infrastructure-ltd","25.74","-2.50%","26.97","17,689","32.47","1.97","30.80","42.75","23.23","-1.34%","-4.95%","-6.81%","38.39%","363.78%","1.23","-","-","26.93%","-","27.30","27.83","41.49","-","-"
"Vadivarhe Speciality Chemicals","https://scanx.trade/company/vadivarhe-speciality-chemicals-ltd","25.40","-","-","-","32.47","-3.50","16.37","35.15","16.05","19.25%","24.51%","-4.15%","-22.09%","67.11%","-11.70","-","-","-38.69%","-","22.95","39.52","66.40","-","-"
"Kridhan Infra","https://scanx.trade/company/kridhan-infra-ltd","3.41","0.89%","3.15","27,588","32.32","5.09","14.61","5.39","3.03","-3.94%","-10.73%","-12.79%","36.40%","-3.94%","-0.12","-","-","-26.24%","-","3.86","4.04","36.84","-","-"
"Medistep Healthcare","https://scanx.trade/company/medistep-healthcare-ltd","22.50","-","-","-","31.97","7.71","14.61","53.00","21.00","-1.10%","-17.88%","-55.31%","-55.31%","-55.31%","0.97","-","-","33.04%","-","24.54","-","44.88","-","-"
"Pearl Polymers","https://scanx.trade/company/pearl-polymers-ltd","18.78","-1.57%","19.35","9,969","31.62","-6.28","14.61","41.00","18.20","-8.12%","-17.45%","-30.57%","-15.78%","22.75%","0.93","-","-","-15.03%","-","20.69","27.38","40.76","-","-"
"Seya Industries","https://scanx.trade/company/seya-industries-ltd","11.80","-4.99%","12.44","23,780","31.35","-5.49","16.37","23.99","12.42","-28.87%","-39.58%","-39.80%","-52.89%","-76.73%","0.04","-","-","-0.54%","-","16.96","18.78","21.60","-","-"
"Divyadhan Recycling Industries","https://scanx.trade/company/divyadhan-recycling-industries-ltd","21.90","-","-","-","31.33","20.47","-128.18","62.40","20.20","-3.10%","-29.35%","-57.68%","-75.17%","-75.17%","0.90","-","-","6.90%","-","26.80","40.78","40.12","-","-"
"Shubhlaxmi Jewel Art","https://scanx.trade/company/shubhlaxmi-jewel-art-ltd","29.45","-","-","-","31.23","34.65","14.61","40.00","13.35","-15.37%","18.51%","16.63%","-33.82%","98.99%","1.38","-","-","10.28%","-","33.64","21.22","41.84","-","-"
"Williamson Magor","https://scanx.trade/company/williamson-magor-ltd","28.03","2.15%","28.25","2,714","30.71","1.80","30.80","41.00","25.31","-5.08%","-12.84%","-4.59%","32.84%","25.41%","-0.17","-","-13.42%","-69.86%","-","28.92","32.18","47.07","-","-"
"Micropro Software Solutions","https://scanx.trade/company/micropro.ltd","21.45","4.63%","21.45","1,600","30.67","-15.89","49.35","29.35","17.55","12.30%","18.84%","-21.86%","-71.78%","-71.78%","0.64","-","35.93%","-3.62%","2.17","19.78","22.42","60.36","-","-"
"Siti Networks","https://scanx.trade/company/siti-networks-ltd","0.35","-","0.36","4,24,740","30.52","-0.20","26.73","0.62","0.31","6.06%","-5.41%","-41.67%","-72.00%","-61.11%","-0.04","-","-","15.53%","-","0.36","0.45","39.13","-","-"
"DSJ Keep Learning","https://scanx.trade/company/dsj-communications-ltd","1.96","-0.51%","2.00","21,819","30.52","-100.00","34.23","4.74","1.71","-12.89%","-19.34%","-51.60%","1.03%","211.11%","4.16","-","-","8.19%","-","2.24","2.82","38.32","-","-"
"Kaushalya Infrastructure","https://scanx.trade/company/kaushalya-infrastructure-ltd","872.00","-2.36%","883.05","416","30.20","22.17","-1.45","1,841.90","787.80","2.77%","-4.52%","1.28%","20,417.65%","47,035.13%","0.40","-","-","6.03%","-","855.75","964.34","55.76","-","-"
"Mindpool Technologies","https://scanx.trade/company/mindpool-technologies-ltd","71.10","-","-","-","30.13","309.13","49.35","83.90","49.00","-","-","24.52%","-31.14%","344.37%","1.65","-","-","1.25%","-","67.79","56.11","54.47","-","-"
"Viji Finance","https://scanx.trade/company/viji-finance-ltd","2.10","0.48%","2.14","4,12,462","29.93","208.00","30.80","4.60","1.99","-15.66%","-17.32%","-11.76%","-19.23%","303.85%","1.40","-","-","1.28%","-","2.54","2.86","38.91","-","-"
"Kanani Industries","https://scanx.trade/company/kanani-industries-ltd","1.51","-1.31%","1.52","1,22,833","29.88","17.00","68.36","2.72","1.42","-0.66%","-13.71%","-36.55%","-59.73%","-34.35%","0.45","-","-","1.25%","-","1.62","1.90","36.60","-","-"
"Paramount Dye Tec","https://scanx.trade/company/paramount-dye-tecltd","43.00","-","-","-","29.85","-","21.70","73.90","36.35","0.23%","-17.23%","-31.64%","-59.83%","-59.83%","-","-","-","15.30%","-","49.15","56.02","39.41","-","-"
"Tridhya Tech","https://scanx.trade/company/tridhya-tech-ltd","12.60","-","-","-","29.34","-7.78","49.35","27.00","12.60","-28.21%","-21.74%","-52.45%","-71.43%","-71.43%","0.68","-","15.39%","3.78%","-","14.81","19.42","37.44","-","-"
"Flexituff Ventures","https://scanx.trade/company/flexituff-ventures-international-ltd","8.73","-9.91%","9.90","75,887","28.65","-0.42","-8.45","42.21","9.03","-19.69%","-42.34%","-75.77%","-68.54%","-63.63%","-1.39","-","-","361.68%","-","11.41","22.51","32.24","-","-"
"Cell Point","https://scanx.trade/company/cell-point-ltd","15.15","1.68%","-","-","28.31","12.31","14.61","22.20","14.30","-7.90%","-16.99%","-27.86%","-75.53%","-75.53%","0.38","-","33.48%","10.55%","0.91","16.30","17.75","41.45","-","-"
"Medicamen Organics","https://scanx.trade/company/medicamen-organics-ltd","24.00","1.05%","24.00","36,000","28.08","6.86","33.06","49.70","19.60","1.48%","-8.05%","-28.04%","-83.41%","-83.41%","0.95","-","-","18.54%","-","24.98","32.34","43.76","-","-"
"TGB Banquets & Hotels","https://scanx.trade/company/tgb-banquets-hotels-ltd","9.24","-1.18%","9.49","24,246","27.06","-","-1.45","14.30","8.70","0.43%","-12.91%","-21.36%","6.21%","114.88%","0.27","-","0.85%","1.50%","-","9.48","11.04","45.42","50.00%","-"
"Shrenik","https://scanx.trade/company/shrenik-ltd","0.44","4.76%","0.44","2,33,195","26.93","21.00","14.61","0.77","0.37","12.82%","-13.73%","-32.31%","-63.33%","-84.56%","-0.15","-","-","137.25%","-","0.43","0.53","57.22","-","-"
"Lamosaic India","https://scanx.trade/company/lamosaic-india-ltd","25.85","-3.36%","26.50","5,400","26.72","-","34.23","55.10","24.50","-10.09%","-30.23%","-50.76%","-84.99%","-84.99%","-","-","-","8.23%","-","31.32","36.80","31.21","-","-"
"Manglam Infra & Engineering","https://scanx.trade/company/manglam-infra-engineering-ltd","15.15","0.33%","15.15","2,000","26.66","9.04","34.23","35.00","15.10","-5.61%","-28.20%","-47.94%","-86.44%","-86.44%","1.51","-","-","9.65%","-","18.05","22.49","36.52","-","-"
"Identical Brains Studios","https://scanx.trade/company/identical-brains-studios-ltd","19.00","-2.31%","19.00","6,000","26.65","-","26.73","56.00","17.05","6.15%","-35.59%","-63.95%","-80.95%","-80.95%","-","-","-","15.89%","-","20.46","35.16","45.60","-","-"
"Libas Consumer","https://scanx.trade/company/libas-consumer-ltd","10.04","-1.57%","10.41","32,857","26.45","17.00","47.30","15.70","9.56","-0.79%","-11.07%","-20.32%","-30.28%","-65.02%","0.33","-","10.42%","5.24%","1.98","10.56","12.05","40.03","-","-"
"Laxmi Cotspin","https://scanx.trade/company/laxmi-cotspin-ltd","15.35","-4.95%","15.35","15,133","26.32","3.60","177.72","33.00","12.16","11.39%","-23.10%","-32.56%","-21.88%","57.44%","0.53","-","-","7.13%","-","16.99","22.75","42.14","-","-"
"Sameera Agro & Infra","https://scanx.trade/company/sameera-agro-infra-ltd","9.75","-2.50%","10.05","40,000","26.28","5.00","47.30","111.90","9.70","-9.72%","-20.08%","-84.73%","-94.30%","-94.30%","0.72","-","-","16.35%","-","11.87","15.53","29.59","-","-"
"Bikewo Green Tech","https://scanx.trade/company/bikewo-green-techltd","20.00","0.25%","20.00","6,000","26.09","39.90","42.77","24.45","13.65","-2.44%","-0.25%","5.54%","-57.67%","-57.67%","0.68","-","-","3.22%","-","20.35","18.25","49.66","-","-"
"Khandwala Securities","https://scanx.trade/company/khandwala-securities-ltd","17.05","-2.18%","17.69","1,579","26.01","-9.22","30.80","29.00","16.93","-9.93%","-22.54%","-27.45%","-41.21%","26.30%","0.93","-","1.50%","1.09%","0.34","19.57","22.47","31.31","-","-"
"Tapi Fruit Processing","https://scanx.trade/company/tapi-fruit-processing-ltd","60.00","-","60.00","750","25.80","-18.02","47.30","104.80","55.65","-6.25%","-31.86%","-36.14%","-40.89%","11.11%","2.14","-","-","-7.32%","-","70.68","88.08","41.64","-","-"
"Galaxy Medicare","https://scanx.trade/company/galaxy-medicare-ltd","17.00","-","-","-","25.79","7.66","37.79","54.00","16.60","-8.11%","-14.79%","-66.86%","-66.86%","-66.86%","0.71","-","-","21.05%","-","19.91","-","34.37","-","-"
"Infomedia Press","https://scanx.trade/company/infomedia-press-ltd","5.11","1.19%","5.00","47,369","25.65","-8.11","5.16","9.89","4.50","-8.75%","-24.63%","-14.83%","8.72%","23.13%","-0.42","-","-","0.14%","-","5.85","6.52","41.18","-","-"
"Tecil Chemicals & Hydro Power","https://scanx.trade/company/tecilchem.ltd","13.51","-0.22%","13.99","5,303","25.62","-68.53","16.37","42.16","12.00","-16.09%","-31.42%","-44.06%","-38.31%","-38.31%","-1.24","-","-","7.04%","-","16.34","19.74","36.73","-","-"
"QVC Exports","https://scanx.trade/company/qvc-exports-ltd","24.50","-0.41%","23.80","3,200","25.61","3.23","14.61","37.00","22.20","-7.89%","-19.93%","-22.22%","-83.98%","-83.98%","0.44","2.03%","-","27.46%","-","27.48","29.89","39.20","-","-"
"Kalana Ispat","https://scanx.trade/company/kalana-ispat-ltd","19.60","19.88%","15.15","1,22,000","25.56","17.58","18.50","55.00","15.10","-4.62%","-23.14%","-50.51%","-58.65%","-58.65%","0.50","-","-","4.68%","-","20.43","33.76","58.70","-","-"
"Supreme Engineering","https://scanx.trade/company/supreme-engineering-ltd","1.01","4.12%","1.01","1,70,939","25.24","-2.62","18.50","2.61","0.68","-24.06%","2.02%","-59.60%","1.00%","-58.78%","-0.27","-","-","11.48%","-","1.15","1.80","44.30","-","-"
"Prolife Industries","https://scanx.trade/company/prolife-industries-ltd","60.15","-3.99%","62.50","5,500","24.63","5.48","-76.93","234.90","60.80","-2.91%","-26.38%","-73.27%","-69.99%","12.96%","0.56","0.48%","-","13.68%","-","72.24","156.01","36.58","-","-"
"Marinetrans India","https://scanx.trade/company/marinetrans-india-ltd","19.30","-4.93%","19.30","4,000","24.56","78.08","34.23","28.20","13.30","17.68%","34.03%","-5.85%","-37.74%","-37.74%","1.02","-","-","5.97%","-","20.35","20.25","49.01","-","-"
"Future Lifestyle Fashions","https://scanx.trade/company/future-lifestyle-fashions-ltd","1.20","1.69%","1.18","61,384","24.21","-","14.61","2.24","1.12","-9.77%","-12.41%","-31.82%","-76.70%","-98.48%","-0.01","-","-","543.15%","-","1.35","1.54","41.11","-","-"
"Sri Havisha Hospital","https://scanx.trade/company/sri-havisha-hospital-ltd","1.55","1.31%","1.57","5,849","23.80","-4.26","-1.45","3.05","1.42","-4.91%","-19.27%","-23.65%","-18.42%","93.75%","-2.25","-","-","-0.24%","-","1.73","1.98","37.71","-","-"
"Sati Poly Plast","https://scanx.trade/company/sati-poly-plast-ltd","47.50","-5.00%","47.50","26,000","23.50","-2.34","-8.45","149.00","36.10","11.76%","-33.94%","-65.84%","-81.68%","-81.68%","1.53","-","-","-56.87%","-","53.42","72.45","41.45","-","-"
"Neelam Linens & Garments","https://scanx.trade/company/neelam-linens-and-garments-ltd","11.60","-3.73%","11.75","18,000","23.45","9.06","-29.04","37.20","10.95","0.87%","-23.43%","-68.82%","-69.51%","-69.51%","0.62","-","-","11.48%","-","13.58","22.93","36.56","-","-"
"Ankit Metal & Power","https://scanx.trade/company/ankit-metalpower-ltd","1.66","-","1.66","12,074","23.42","-0.09","18.50","2.65","1.55","-5.14%","-10.75%","-23.15%","-65.77%","50.91%","-0.02","-","-","-7.38%","-","1.72","1.89","41.29","-","-"
"TV Vision","https://scanx.trade/company/tv-vision-ltd","5.96","-0.83%","6.02","21,475","23.09","-0.82","26.73","12.40","3.96","-8.31%","2.05%","31.86%","133.73%","250.59%","-0.15","-","-","18.40%","-","7.17","6.96","39.46","-","-"
"Mono Pharmacare","https://scanx.trade/company/mono-pharmacare-ltd","13.00","-","-","-","22.97","7.39","4.43","28.90","9.45","19.82%","-35.00%","-46.94%","-57.31%","-57.31%","0.74","-","6.91%","14.82%","1.38","14.78","22.60","52.59","-","-"
